date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:00:37	19403/19403	---M-Z	200	added ('OK')	text/css	etag:%224bcb-5ef6914252885-gzip%22	https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:37	884/884	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2012%20Mar%202024%2006:00:37%20GMT	https://www.google.com/recaptcha/api.js?render=6LfTmJkbAAAAAC-bRXn_0fbZJDV5hk3emJQoKcsp	E:/paginas%20clon/saren3/www.google.com/recaptcha/api7f74.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:38	29873/29873	---M--	200	added ('OK')	image/png	etag:%2274b1-5ef69141a3b94%22	https://tramites.saren.gob.ve/img/banner_saren_nuevo.png	E:/paginas%20clon/saren3/tramites.saren.gob.ve/img/banner_saren_nuevo.png	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:38	52989/52989	---M--	200	added ('OK')	image/png	etag:%22cefd-5ef69141a4b35%22	https://tramites.saren.gob.ve/img/footer_saren.png	E:/paginas%20clon/saren3/tramites.saren.gob.ve/img/footer_saren.png	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:39	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:%2215d84-5ef69141e13fa-gzip%22	https://tramites.saren.gob.ve/plugins/jquery/jquery.min.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/jquery/jquery.min.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:39	253669/253669	---MCZ	200	added ('OK')	application/javascript	etag:%223dee5-5ef69141d96f9-gzip%22	https://tramites.saren.gob.ve/plugins/jquery-ui/jquery-ui.min.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/jquery-ui/jquery-ui.min.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:40	81084/81084	---M-Z	200	added ('OK')	application/javascript	etag:%2213cbc-5ef69141aa8f5-gzip%22	https://tramites.saren.gob.ve/plugins/bootstrap/js/bootstrap.bundle.min.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/bootstrap/js/bootstrap.bundle.min.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:41	172812/172812	---M-Z	200	added ('OK')	application/javascript	etag:%222a30c-5ef69141ad7d5-gzip%22	https://tramites.saren.gob.ve/plugins/chart.js/Chart.min.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/chart.js/Chart.min.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:41	120321/120321	---M-Z	200	added ('OK')	application/javascript	etag:%221d601-5ef69141cdb78-gzip%22	https://tramites.saren.gob.ve/plugins/inputmask/jquery.inputmask.min.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/inputmask/jquery.inputmask.min.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:42	7009/7009	---M-Z	200	added ('OK')	application/javascript	etag:%221b61-5ef6914245d64-gzip%22	https://tramites.saren.gob.ve/plugins/sparklines/sparkline.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/sparklines/sparkline.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:42	34362/34362	---M-Z	200	added ('OK')	application/javascript	etag:%22863a-5ef69141e42da-gzip%22	https://tramites.saren.gob.ve/plugins/jqvmap/jquery.vmap.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/jqvmap/jquery.vmap.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:43	47712/47712	---M-Z	200	added ('OK')	application/javascript	etag:%22ba60-5ef69141f3cdc-gzip%22	https://tramites.saren.gob.ve/plugins/jqvmap/maps/jquery.vmap.usa.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/jqvmap/maps/jquery.vmap.usa.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:43	10804/10804	---M-Z	200	added ('OK')	application/javascript	etag:%222a34-5ef69141cfab9-gzip%22	https://tramites.saren.gob.ve/plugins/jquery-knob/jquery.knob.min.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/jquery-knob/jquery.knob.min.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:44	58862/58862	---M-Z	200	added ('OK')	application/javascript	etag:%22e5ee-5ef691420561e-gzip%22	https://tramites.saren.gob.ve/plugins/moment/moment.min.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/moment/moment.min.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:44	66264/66264	---M-Z	200	added ('OK')	application/javascript	etag:%22102d8-5ef69141b06b6-gzip%22	https://tramites.saren.gob.ve/plugins/daterangepicker/daterangepicker.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/daterangepicker/daterangepicker.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:45	56879/56879	---M-Z	200	added ('OK')	application/javascript	etag:%22de2f-5ef691425b526-gzip%22	https://tramites.saren.gob.ve/plugins/tempusdominus-bootstrap-4/js/tempusdominus-bootstrap-4.min.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/tempusdominus-bootstrap-4/js/tempusdominus-bootstrap-4.min.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:46	151398/151398	---M-Z	200	added ('OK')	application/javascript	etag:%2224f66-5ef6914253825-gzip%22	https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:47	42372/42372	---M-Z	200	added ('OK')	application/javascript	etag:%22a584-5ef691420c37e-gzip%22	https://tramites.saren.gob.ve/plugins/overlayScrollbars/js/jquery.overlayScrollbars.min.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/overlayScrollbars/js/jquery.overlayScrollbars.min.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:47	57882/57882	---M-Z	200	added ('OK')	application/javascript	etag:%22e21a-5ef691419ed74-gzip%22	https://tramites.saren.gob.ve/dist/js/adminlte.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/dist/js/adminlte.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:48	12616/12616	---M-Z	200	added ('OK')	application/javascript	etag:%223148-5ef691419fd14-gzip%22	https://tramites.saren.gob.ve/dist/js/demo.js	E:/paginas%20clon/saren3/tramites.saren.gob.ve/dist/js/demo.js	(from https://tramites.saren.gob.ve/qr/1626350d430be04f1543a2ec116f244e16a10c2f931739cbd03da50d5082cdb3)
02:00:49	12072/12072	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f28-5ef6914245d64%22	https://tramites.saren.gob.ve/plugins/summernote/font/summernote.eot	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/summernote/font/summernote.eot	(from https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css)
02:00:49	12072/12072	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f28-5ef6914245d64%22	https://tramites.saren.gob.ve/plugins/summernote/font/summernote.eot?	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/summernote/font/summernoted41d.eot	(from https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css)
02:00:50	6156/6156	---M--	200	added ('OK')	font/woff2	etag:%22180c-5ef6914245d64%22	https://tramites.saren.gob.ve/plugins/summernote/font/summernote.woff2	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/summernote/font/summernote.woff2	(from https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css)
02:00:50	7428/7428	---M--	200	added ('OK')	font/woff	etag:%221d04-5ef6914245d64%22	https://tramites.saren.gob.ve/plugins/summernote/font/summernote.woff	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/summernote/font/summernote.woff	(from https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css)
02:00:51	11896/11896	---M--	200	added ('OK')	font/ttf	etag:%222e78-5ef6914245d64%22	https://tramites.saren.gob.ve/plugins/summernote/font/summernote.ttf	E:/paginas%20clon/saren3/tramites.saren.gob.ve/plugins/summernote/font/summernote.ttf	(from https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css)
